month,county,closed_sales,median_price,active_listings,months_inventory,days_on_market,price_yoy_change,sales_yoy_change,price_index_2012_base100
2017-02-01,Austin County,16,181250.0,108,6.8,124,0.2225969646,0.3333333333,136.4
2017-03-01,Austin County,23,188999.0,107,4.7,60,0.02161621622,0.3529411765,142.2
2017-04-01,Austin County,14,192000.0,111,7.9,141,-0.007751937984,0.2727272727,144.5
2017-05-01,Austin County,20,178750.0,122,6.1,47,0.02142857143,0.1111111111,134.5
2017-06-01,Austin County,25,194900.0,116,4.6,52,-0.2288822948,0.04166666667,146.7
2017-07-01,Austin County,29,225000.0,107,3.7,62,0.2129380054,0.45,169.3
2017-08-01,Austin County,23,227000.0,111,4.8,60,0.1384152457,0.15,170.8
2017-09-01,Austin County,14,158000.0,117,8.4,26,0.01444622793,0.4,118.9
2017-10-01,Austin County,12,250000.0,107,8.9,90,0.07089312487,-0.25,188.1
2017-11-01,Austin County,18,192500.0,104,5.8,67,-0.1444444444,0.2,144.8
2017-12-01,Austin County,24,202500.0,89,3.7,104,0.04381443299,0.6,152.4
2018-01-01,Austin County,14,275500.0,75,5.4,167,0.5305555556,-0.3333333333,207.3
2018-02-01,Austin County,12,207250.0,72,6.0,125,0.1434482759,-0.25,155.9
2018-03-01,Austin County,19,245000.0,80,4.2,112,0.296303155,-0.1739130435,184.3
2018-04-01,Austin County,12,265000.0,90,7.5,37,0.3802083333,-0.1428571429,199.4
2018-05-01,Austin County,24,221750.0,97,4.0,124,0.2405594406,0.2,166.9
2018-06-01,Austin County,31,185000.0,97,3.1,31,-0.05079527963,0.24,139.2
2018-07-01,Austin County,18,192000.0,102,5.7,26,-0.1466666667,-0.3793103448,144.5
2018-08-01,Austin County,26,262500.0,107,4.1,38,0.1563876652,0.1304347826,197.5
2018-09-01,Austin County,20,213200.0,110,5.5,82,0.3493670886,0.4285714286,160.4
2018-10-01,Austin County,20,228900.0,103,5.2,79,-0.0844,0.6666666667,172.2
2018-11-01,Austin County,15,133000.0,100,6.7,46,-0.3090909091,-0.1666666667,100.1
2018-12-01,Austin County,18,219000.0,97,5.4,90,0.08148148148,-0.25,164.8
2019-01-01,Austin County,16,212500.0,90,5.6,106,-0.2286751361,0.1428571429,159.9
2019-02-01,Austin County,19,192000.0,92,4.8,100,-0.07358262967,0.5833333333,144.5
2019-03-01,Austin County,8,233500.0,100,12.5,55,-0.04693877551,-0.5789473684,175.7
2019-04-01,Austin County,23,199000.0,95,4.1,97,-0.2490566038,0.9166666667,149.7
2019-05-01,Austin County,28,254500.0,113,4.0,27,0.1476888388,0.1666666667,191.5
2019-06-01,Austin County,23,220000.0,113,4.9,75,0.1891891892,-0.2580645161,165.5
2019-07-01,Austin County,22,195820.5,118,5.4,28,0.0198984375,0.2222222222,147.3
2019-08-01,Austin County,24,257500.0,105,4.4,51,-0.01904761905,-0.07692307692,193.8
2019-09-01,Austin County,18,297500.0,105,5.8,92,0.3954033771,-0.1,223.9
2019-10-01,Austin County,20,215000.0,101,5.1,63,-0.06072520751,0.0,161.8
2019-11-01,Austin County,17,198000.0,102,6.0,122,0.4887218045,0.1333333333,149.0
2019-12-01,Austin County,14,206000.0,92,6.6,69,-0.05936073059,-0.2222222222,155.0
2020-01-01,Austin County,14,243500.0,94,6.7,119,0.1458823529,-0.125,183.2
2020-02-01,Austin County,12,192500.0,98,8.2,110,0.002604166667,-0.3684210526,144.8
2020-03-01,Austin County,23,200000.0,99,4.3,68,-0.1434689507,1.875,150.5
2020-04-01,Austin County,23,245000.0,93,4.0,57,0.2311557789,0.0,184.3
2020-05-01,Austin County,19,267000.0,89,4.7,39,0.04911591356,-0.3214285714,200.9
2020-06-01,Austin County,28,207000.0,91,3.3,72,-0.05909090909,0.2173913043,155.8
2020-07-01,Austin County,21,260000.0,79,3.8,103,0.3277465842,-0.04545454545,195.6
2020-08-01,Austin County,23,266000.0,66,2.9,74,0.03300970874,-0.04166666667,200.2
2020-09-01,Austin County,28,237000.0,58,2.1,47,-0.2033613445,0.5555555556,178.3
2020-10-01,Austin County,22,267500.0,59,2.7,94,0.2441860465,0.1,201.3
2020-11-01,Austin County,32,307500.0,62,1.9,107,0.553030303,0.8823529412,231.4
2020-12-01,Austin County,20,407500.0,54,2.7,79,0.9781553398,0.4285714286,306.6
2021-01-01,Austin County,17,305000.0,60,3.5,55,0.2525667351,0.2142857143,229.5
2021-02-01,Austin County,6,176000.0,55,9.2,146,-0.08571428571,-0.5,132.4
2021-03-01,Austin County,27,285000.0,55,2.0,104,0.425,0.1739130435,214.4
2021-04-01,Austin County,24,276500.0,51,2.1,42,0.1285714286,0.04347826087,208.1
2021-05-01,Austin County,16,305232.0,51,3.2,18,0.1431910112,-0.1578947368,229.7
2021-06-01,Austin County,31,294304.0,55,1.8,50,0.4217584541,0.1071428571,221.4
2021-07-01,Austin County,22,309950.0,62,2.8,25,0.1921153846,0.04761904762,233.2
2021-08-01,Austin County,30,309519.0,72,2.4,43,0.1636052632,0.3043478261,232.9
2021-09-01,Austin County,27,325000.0,74,2.7,24,0.3713080169,-0.03571428571,244.5
2021-10-01,Austin County,21,335000.0,76,3.6,34,0.2523364486,-0.04545454545,252.1
2021-11-01,Austin County,23,255000.0,81,3.5,38,-0.1707317073,-0.28125,191.9
2021-12-01,Austin County,16,341000.0,78,4.9,45,-0.163190184,-0.2,256.6
2022-01-01,Austin County,25,325120.0,79,3.2,45,0.06596721311,0.4705882353,244.6
2022-02-01,Austin County,24,332111.5,75,3.1,31,0.8869971591,3.0,249.9
2022-03-01,Austin County,25,332500.0,66,2.6,35,0.1666666667,-0.07407407407,250.2
2022-04-01,Austin County,37,338600.0,75,2.0,49,0.2245931284,0.5416666667,254.8
2022-05-01,Austin County,33,345000.0,89,2.7,21,0.1302877811,1.0625,259.6
2022-06-01,Austin County,32,360000.0,102,3.2,19,0.2232249647,0.03225806452,270.9
2022-07-01,Austin County,31,380000.0,118,3.8,18,0.2260041942,0.4090909091,285.9
2022-08-01,Austin County,37,298000.0,107,2.9,33,-0.03721580905,0.2333333333,224.2
2022-09-01,Austin County,22,312476.0,117,5.3,42,-0.03853538462,-0.1851851852,235.1
2022-10-01,Austin County,12,326500.0,133,11.1,39,-0.02537313433,-0.4285714286,245.7
2022-11-01,Austin County,17,375000.0,125,7.4,31,0.4705882353,-0.2608695652,282.2
2022-12-01,Austin County,21,349000.0,135,6.4,48,0.02346041056,0.3125,262.6
2023-01-01,Austin County,12,339683.5,124,10.3,27,0.04479422982,-0.52,255.6
2023-02-01,Austin County,14,353700.0,144,10.3,102,0.06500377132,-0.4166666667,266.1
2023-03-01,Austin County,38,301940.0,124,3.3,81,-0.09190977444,0.52,227.2
2023-04-01,Austin County,31,310000.0,122,3.9,56,-0.08446544595,-0.1621621622,233.3
2023-05-01,Austin County,33,310990.0,133,4.0,43,-0.09857971014,0.0,234.0
2023-06-01,Austin County,45,300000.0,113,2.5,56,-0.1666666667,0.40625,225.7
2023-07-01,Austin County,39,301843.0,110,2.8,67,-0.2056763158,0.2580645161,227.1
2023-08-01,Austin County,37,315915.0,117,3.2,44,0.06011744966,0.0,237.7
2023-09-01,Austin County,14,293433.0,118,8.4,21,-0.06094228037,-0.3636363636,220.8
2023-10-01,Austin County,22,330500.0,122,5.5,65,0.01225114855,0.8333333333,248.7
2023-11-01,Austin County,23,291100.0,124,5.4,59,-0.2237333333,0.3529411765,219.0
2023-12-01,Austin County,22,296000.0,125,5.7,36,-0.1518624642,0.04761904762,222.7
2024-01-01,Austin County,19,267990.0,121,6.4,73,-0.2110597071,0.5833333333,201.6
2024-02-01,Austin County,27,297000.0,118,4.4,64,-0.1603053435,0.9285714286,223.5
2024-03-01,Austin County,34,279995.0,124,3.6,103,-0.07268000265,-0.1052631579,210.7
2024-04-01,Austin County,25,427000.0,136,5.4,43,0.3774193548,-0.1935483871,321.3
2024-05-01,Austin County,35,295000.0,139,4.0,34,-0.05141644426,0.06060606061,222.0
2024-06-01,Austin County,26,290877.5,125,4.8,47,-0.03040833333,-0.4222222222,218.9
2024-07-01,Austin County,26,291472.5,134,5.2,78,-0.0343572652,-0.3333333333,219.3
2024-08-01,Austin County,27,308543.0,131,4.9,55,-0.02333539085,-0.2702702703,232.2
2024-09-01,Austin County,22,454500.0,141,6.4,46,0.5489055423,0.5714285714,342.0
2024-10-01,Austin County,22,278160.0,150,6.8,100,-0.158366112,0.0,209.3
2024-11-01,Austin County,13,260000.0,146,11.2,123,-0.1068361388,-0.4347826087,195.6
2024-12-01,Austin County,33,280000.0,133,4.0,76,-0.05405405405,0.5,210.7
2025-01-01,Austin County,16,313876.0,126,7.9,101,0.1712228068,-0.1578947368,236.2
2025-02-01,Austin County,26,284955.0,115,4.4,159,-0.04055555556,-0.03703703704,214.4
2025-03-01,Austin County,33,322000.0,131,4.0,110,0.1500205361,-0.02941176471,242.3
2025-04-01,Austin County,39,309602.0,147,3.8,91,-0.2749367681,0.56,233.0
2025-05-01,Austin County,27,360000.0,153,5.7,61,0.2203389831,-0.2285714286,270.9
2025-06-01,Austin County,22,344945.0,154,7.0,47,0.1858772164,-0.1538461538,259.6
2025-07-01,Austin County,19,315000.0,144,7.6,71,0.08071945038,-0.2692307692,237.0
2025-08-01,Austin County,20,351693.5,140,7.0,110,0.1398524679,-0.2592592593,264.6
2025-09-01,Austin County,17,304900.0,139,8.2,90,-0.3291529153,-0.2272727273,229.4
2025-10-01,Austin County,21,339000.0,129,6.1,160,0.2187230371,-0.04545454545,255.1
2025-11-01,Austin County,14,429000.0,142,10.1,196,0.65,0.07692307692,322.8
2025-12-01,Austin County,15,400000.0,130,8.7,91,0.4285714286,-0.5454545455,301.0
2026-01-01,Austin County,27,427000.0,134,5.0,63,0.3604098434,0.6875,321.3
2026-02-01,Austin County,15,400590.0,140,9.3,113,0.4058009159,-0.4230769231,301.4
2026-03-01,Austin County,25,325000.0,145,5.8,112,0.009316770186,-0.2424242424,244.5
2026-04-01,Austin County,23,308000.0,164,7.1,144,-0.005174385178,-0.4102564103,231.8
2026-05-01,Austin County,18,360000.0,165,9.2,68,0.0,-0.3333333333,270.9
2012-01-01,Brazoria County,192,144125.0,1650,8.6,127,-0.07877916267,0.6,100.0
2012-02-01,Brazoria County,209,153000.0,1747,8.4,149,-0.009067357513,0.5144927536,106.2
2012-03-01,Brazoria County,305,150000.0,1835,6.0,136,0.0272213662,0.3260869565,104.1
2012-04-01,Brazoria County,303,152000.0,1909,6.3,90,-0.01935483871,0.2520661157,105.5
2012-05-01,Brazoria County,349,154950.0,1911,5.5,102,-0.005567410593,0.3423076923,107.5
2012-06-01,Brazoria County,370,161500.0,1929,5.2,91,0.01575521243,0.3405797101,112.1
2012-07-01,Brazoria County,346,161000.0,1857,5.4,101,0.02557569195,0.3359073359,111.7
2012-08-01,Brazoria County,372,156000.0,1779,4.8,101,0.0,0.4307692308,108.2
2012-09-01,Brazoria County,296,159525.0,1730,5.8,114,-0.002657080338,0.2333333333,110.7
2012-10-01,Brazoria County,322,162250.0,1662,5.2,119,0.03015873016,0.4439461883,112.6
2012-11-01,Brazoria County,290,164750.0,1607,5.5,107,-0.006931886679,0.5675675676,114.3
2012-12-01,Brazoria County,280,163336.0,1451,5.2,112,0.05039228296,0.25,113.3
2013-01-01,Brazoria County,213,154000.0,1484,7.0,112,0.0685169124,0.109375,106.9
2013-02-01,Brazoria County,262,159000.0,1540,5.9,109,0.03921568627,0.2535885167,110.3
2013-03-01,Brazoria County,335,163500.0,1595,4.8,103,0.09,0.09836065574,113.4
2013-04-01,Brazoria County,368,165000.0,1698,4.6,100,0.08552631579,0.2145214521,114.5
2013-05-01,Brazoria County,432,168000.0,1719,4.0,82,0.08422071636,0.2378223496,116.6
2013-06-01,Brazoria County,445,175990.0,1691,3.8,77,0.08972136223,0.2027027027,122.1
2013-07-01,Brazoria County,470,175200.0,1608,3.4,79,0.08819875776,0.3583815029,121.6
2013-08-01,Brazoria County,442,172131.5,1558,3.5,81,0.1034070513,0.188172043,119.4
2013-09-01,Brazoria County,329,174900.0,1498,4.6,77,0.09637987776,0.1114864865,121.4
2013-10-01,Brazoria County,296,170000.0,1491,5.0,84,0.04776579353,-0.08074534161,118.0
2013-11-01,Brazoria County,286,175000.0,1372,4.8,86,0.062215478,-0.01379310345,121.4
2013-12-01,Brazoria County,262,167750.0,1138,4.3,89,0.02702404859,-0.06428571429,116.4
2014-01-01,Brazoria County,226,174950.0,1083,4.8,87,0.136038961,0.06103286385,121.4
2014-02-01,Brazoria County,279,170000.0,1019,3.7,74,0.06918238994,0.06488549618,118.0
2014-03-01,Brazoria County,352,184500.0,996,2.8,49,0.128440367,0.05074626866,128.0
2014-04-01,Brazoria County,341,180500.0,1004,2.9,38,0.09393939394,-0.07336956522,125.2
2014-05-01,Brazoria County,433,182000.0,943,2.2,32,0.08333333333,0.002314814815,126.3
2014-06-01,Brazoria County,478,187815.0,1011,2.1,24,0.06719131769,0.07415730337,130.3
2014-07-01,Brazoria County,437,188400.0,1067,2.4,24,0.07534246575,-0.07021276596,130.7
2014-08-01,Brazoria County,434,187500.0,1083,2.5,28,0.08928348385,-0.01809954751,130.1
2014-09-01,Brazoria County,361,189000.0,1035,2.9,33,0.08061749571,0.09726443769,131.1
2014-10-01,Brazoria County,361,180000.0,965,2.7,42,0.05882352941,0.2195945946,124.9
2014-11-01,Brazoria County,286,190000.0,924,3.2,41,0.08571428571,0.0,131.8
2014-12-01,Brazoria County,375,183500.0,839,2.2,49,0.09388971684,0.4312977099,127.3
2015-01-01,Brazoria County,269,199900.0,883,3.3,47,0.1426121749,0.1902654867,138.7
2015-02-01,Brazoria County,281,185000.0,906,3.2,49,0.08823529412,0.007168458781,128.4
2015-03-01,Brazoria County,391,189000.0,871,2.2,35,0.0243902439,0.1107954545,131.1
2015-04-01,Brazoria County,416,195000.0,896,2.2,33,0.08033240997,0.219941349,135.3
2015-05-01,Brazoria County,421,212000.0,956,2.3,31,0.1648351648,-0.02771362587,147.1
2015-06-01,Brazoria County,456,213450.0,986,2.2,22,0.1364906956,-0.0460251046,148.1
2015-07-01,Brazoria County,445,205000.0,1067,2.4,23,0.0881104034,0.01830663616,142.2
2015-08-01,Brazoria County,434,200000.0,1056,2.4,23,0.06666666667,0.0,138.8
2015-09-01,Brazoria County,420,201850.0,1029,2.5,32,0.06798941799,0.163434903,140.1
2015-10-01,Brazoria County,354,202000.0,1033,2.9,34,0.1222222222,-0.01939058172,140.2
2015-11-01,Brazoria County,283,202500.0,1018,3.6,44,0.06578947368,-0.01048951049,140.5
2015-12-01,Brazoria County,366,205000.0,977,2.7,36,0.1171662125,-0.024,142.2
2016-01-01,Brazoria County,256,212750.0,981,3.8,51,0.06428214107,-0.04832713755,147.6
2016-02-01,Brazoria County,306,211000.0,999,3.3,51,0.1405405405,0.08896797153,146.4
2016-03-01,Brazoria County,409,215000.0,974,2.4,43,0.1375661376,0.04603580563,149.2
2016-04-01,Brazoria County,434,205000.0,967,2.2,33,0.05128205128,0.04326923077,142.2
2016-05-01,Brazoria County,447,221990.0,1015,2.3,32,0.04712264151,0.06175771971,154.0
2016-06-01,Brazoria County,468,223950.0,1146,2.4,22,0.04919184821,0.02631578947,155.4
2016-07-01,Brazoria County,407,216405.0,1225,3.0,21,0.05563414634,-0.08539325843,150.2
2016-08-01,Brazoria County,467,219950.0,1244,2.7,28,0.09975,0.07603686636,152.6
2016-09-01,Brazoria County,443,223250.0,1184,2.7,31,0.1060193213,0.05476190476,154.9
2016-10-01,Brazoria County,373,210950.0,1229,3.3,34,0.04430693069,0.05367231638,146.4
2016-11-01,Brazoria County,359,220000.0,1164,3.2,42,0.08641975309,0.2685512367,152.6
2016-12-01,Brazoria County,399,217900.0,1100,2.8,45,0.06292682927,0.09016393443,151.2
2017-01-01,Brazoria County,258,213125.0,1066,4.1,55,0.001762632197,0.0078125,147.9
2017-02-01,Brazoria County,341,225000.0,1092,3.2,50,0.0663507109,0.114379085,156.1
2017-03-01,Brazoria County,436,220000.0,1140,2.6,42,0.02325581395,0.06601466993,152.6
2017-04-01,Brazoria County,407,225000.0,1209,3.0,41,0.09756097561,-0.06221198157,156.1
2017-05-01,Brazoria County,507,230000.0,1231,2.4,28,0.03608270643,0.1342281879,159.6
2017-06-01,Brazoria County,510,230000.0,1293,2.5,28,0.0270149587,0.08974358974,159.6
2017-07-01,Brazoria County,431,235000.0,1377,3.2,37,0.08592685012,0.05896805897,163.1
2017-08-01,Brazoria County,357,237000.0,1344,3.8,32,0.07751761764,-0.2355460385,164.4
2017-09-01,Brazoria County,418,225000.0,1240,3.0,41,0.007838745801,-0.05643340858,156.1
2017-10-01,Brazoria County,403,225000.0,1194,3.0,55,0.06660346054,0.08042895442,156.1
2017-11-01,Brazoria County,383,227000.0,1170,3.1,50,0.03181818182,0.06685236769,157.5
2017-12-01,Brazoria County,392,233500.0,1071,2.7,46,0.07159247361,-0.01754385965,162.0
2018-01-01,Brazoria County,271,224000.0,1047,3.9,48,0.05102639296,0.0503875969,155.4
2018-02-01,Brazoria County,308,225000.0,1016,3.3,61,0.0,-0.09677419355,156.1
2018-03-01,Brazoria County,433,233259.0,1080,2.5,35,0.06026818182,-0.006880733945,161.8
2018-04-01,Brazoria County,429,235000.0,1123,2.6,26,0.04444444444,0.05405405405,163.1
2018-05-01,Brazoria County,506,240000.0,1209,2.4,32,0.04347826087,-0.001972386588,166.5
2018-06-01,Brazoria County,479,244000.0,1259,2.6,26,0.06086956522,-0.06078431373,169.3
2018-07-01,Brazoria County,501,247500.0,1309,2.6,26,0.05319148936,0.162412993,171.7
2018-08-01,Brazoria County,491,239000.0,1316,2.7,26,0.008438818565,0.3753501401,165.8
2018-09-01,Brazoria County,352,236012.0,1299,3.7,30,0.04894222222,-0.1578947368,163.8
2018-10-01,Brazoria County,373,232000.0,1321,3.5,46,0.03111111111,-0.07444168734,161.0
2018-11-01,Brazoria County,375,243750.0,1323,3.5,40,0.07378854626,-0.02088772846,169.1
2018-12-01,Brazoria County,403,247500.0,1240,3.1,53,0.05995717345,0.02806122449,171.7
2019-01-01,Brazoria County,240,240000.0,1235,5.1,53,0.07142857143,-0.1143911439,166.5
2019-02-01,Brazoria County,348,239500.0,1270,3.6,57,0.06444444444,0.1298701299,166.2
2019-03-01,Brazoria County,407,234900.0,1367,3.4,43,0.007035098324,-0.06004618938,163.0
2019-04-01,Brazoria County,441,245000.0,1432,3.2,35,0.04255319149,0.02797202797,170.0
2019-05-01,Brazoria County,482,245000.0,1528,3.2,32,0.02083333333,-0.04743083004,170.0
2019-06-01,Brazoria County,478,249554.0,1610,3.4,32,0.02276229508,-0.002087682672,173.2
2019-07-01,Brazoria County,481,245000.0,1661,3.5,29,-0.0101010101,-0.03992015968,170.0
2019-08-01,Brazoria County,512,245000.0,1631,3.2,38,0.02510460251,0.04276985743,170.0
2019-09-01,Brazoria County,443,243500.0,1609,3.6,49,0.03172720031,0.2585227273,169.0
2019-10-01,Brazoria County,448,243372.5,1528,3.4,58,0.04901939655,0.2010723861,168.9
2019-11-01,Brazoria County,396,246250.0,1488,3.8,47,0.01025641026,0.056,170.9
2019-12-01,Brazoria County,487,249900.0,1470,3.0,64,0.009696969697,0.2084367246,173.4
2020-01-01,Brazoria County,300,242126.0,1432,4.8,63,0.008858333333,0.25,168.0
2020-02-01,Brazoria County,381,257990.0,1484,3.9,69,0.07720250522,0.09482758621,179.0
2020-03-01,Brazoria County,467,240000.0,1578,3.4,41,0.02171136654,0.1474201474,166.5
2020-04-01,Brazoria County,376,251275.0,1521,4.0,40,0.0256122449,-0.1473922902,174.3
2020-05-01,Brazoria County,441,250000.0,1424,3.2,44,0.02040816327,-0.08506224066,173.5
2020-06-01,Brazoria County,573,260000.0,1339,2.3,42,0.04185867588,0.1987447699,180.4
2020-07-01,Brazoria County,678,265000.0,1259,1.9,35,0.08163265306,0.4095634096,183.9
2020-08-01,Brazoria County,505,264000.0,1192,2.4,37,0.07755102041,-0.013671875,183.2
2020-09-01,Brazoria County,532,260450.0,1132,2.1,31,0.06960985626,0.2009029345,180.7
2020-10-01,Brazoria County,570,260000.0,1101,1.9,34,0.06832119488,0.2723214286,180.4
2020-11-01,Brazoria County,429,260000.0,1069,2.5,31,0.05583756345,0.08333333333,180.4
2020-12-01,Brazoria County,557,262495.0,998,1.8,30,0.05040016006,0.1437371663,182.1
2021-01-01,Brazoria County,303,259900.0,918,3.0,41,0.07340806027,0.01,180.3
2021-02-01,Brazoria County,357,254310.0,809,2.3,41,-0.01426411876,-0.06299212598,176.5
2021-03-01,Brazoria County,543,279547.0,715,1.3,36,0.1647791667,0.1627408994,194.0
2021-04-01,Brazoria County,549,285000.0,686,1.2,21,0.1342155009,0.460106383,197.7
2021-05-01,Brazoria County,548,289000.0,677,1.2,14,0.156,0.2426303855,200.5
2021-06-01,Brazoria County,623,295000.0,784,1.3,10,0.1346153846,0.0872600349,204.7
2021-07-01,Brazoria County,544,290000.0,970,1.8,10,0.09433962264,-0.197640118,201.2
2021-08-01,Brazoria County,577,298000.0,1004,1.7,14,0.1287878788,0.1425742574,206.8
2021-09-01,Brazoria County,498,304195.0,1035,2.1,16,0.1679593012,-0.06390977444,211.1
2021-10-01,Brazoria County,468,294500.0,1051,2.2,24,0.1326923077,-0.1789473684,204.3
2021-11-01,Brazoria County,455,309900.0,1031,2.3,22,0.1919230769,0.06060606061,215.0
2021-12-01,Brazoria County,543,317000.0,978,1.8,21,0.2076420503,-0.02513464991,219.9
2022-01-01,Brazoria County,355,302880.0,957,2.7,29,0.1653712967,0.1716171617,210.2
2022-02-01,Brazoria County,440,320000.0,901,2.0,26,0.2583067909,0.2324929972,222.0
2022-03-01,Brazoria County,600,324990.0,853,1.4,22,0.1625594265,0.1049723757,225.5
2022-04-01,Brazoria County,544,335000.0,983,1.8,18,0.1754385965,-0.009107468124,232.4
2022-05-01,Brazoria County,564,351470.0,1058,1.9,14,0.2161591696,0.02919708029,243.9
2022-06-01,Brazoria County,573,345000.0,1235,2.2,15,0.1694915254,-0.08025682183,239.4
2022-07-01,Brazoria County,527,338000.0,1403,2.7,14,0.1655172414,-0.03125,234.5
2022-08-01,Brazoria County,504,340750.0,1479,2.9,21,0.1434563758,-0.1265164645,236.4
2022-09-01,Brazoria County,448,345000.0,1573,3.5,27,0.1341409293,-0.1004016064,239.4
2022-10-01,Brazoria County,379,335000.0,1646,4.3,34,0.1375212224,-0.1901709402,232.4
2022-11-01,Brazoria County,326,349700.0,1619,5.0,45,0.1284285253,-0.2835164835,242.6
2022-12-01,Brazoria County,397,326990.0,1573,4.0,57,0.03151419558,-0.2688766114,226.9
2023-01-01,Brazoria County,287,309500.0,1462,5.1,61,0.02185684099,-0.1915492958,214.7
2023-02-01,Brazoria County,368,306995.0,1360,3.7,72,-0.040640625,-0.1636363636,213.0
2023-03-01,Brazoria County,496,315000.0,1382,2.8,61,-0.03073940737,-0.1733333333,218.6
2023-04-01,Brazoria County,428,318995.0,1332,3.1,44,-0.0477761194,-0.2132352941,221.3
2023-05-01,Brazoria County,443,325000.0,1345,3.0,39,-0.07531225994,-0.2145390071,225.5
2023-06-01,Brazoria County,502,345000.0,1484,3.0,36,0.0,-0.1239092496,239.4
2023-07-01,Brazoria County,449,329000.0,1459,3.2,32,-0.02662721893,-0.1480075901,228.3
2023-08-01,Brazoria County,450,327000.0,1545,3.4,32,-0.04035216434,-0.1071428571,226.9
2023-09-01,Brazoria County,384,345000.0,1553,4.0,49,0.0,-0.1428571429,239.4
2023-10-01,Brazoria County,363,327500.0,1514,4.2,48,-0.0223880597,-0.04221635884,227.2
2023-11-01,Brazoria County,333,330000.0,1546,4.6,45,-0.05633400057,0.02147239264,229.0
2023-12-01,Brazoria County,372,334000.0,1483,4.0,59,0.02143796446,-0.06297229219,231.7
2024-01-01,Brazoria County,270,325000.0,1468,5.4,68,0.05008077544,-0.05923344948,225.5
2024-02-01,Brazoria County,354,335000.0,1517,4.3,71,0.09122298409,-0.03804347826,232.4
2024-03-01,Brazoria County,415,335000.0,1551,3.7,56,0.06349206349,-0.1633064516,232.4
2024-04-01,Brazoria County,455,340000.0,1647,3.6,42,0.06584742708,0.06308411215,235.9
2024-05-01,Brazoria County,502,340000.0,1745,3.5,42,0.04615384615,0.1331828442,235.9
2024-06-01,Brazoria County,432,335000.0,1766,4.1,40,-0.02898550725,-0.1394422311,232.4
2024-07-01,Brazoria County,416,349450.0,1711,4.1,41,0.06215805471,-0.07349665924,242.5
2024-08-01,Brazoria County,372,352057.5,1708,4.6,47,0.07662844037,-0.1733333333,244.3
2024-09-01,Brazoria County,362,335500.0,1742,4.8,55,-0.02753623188,-0.05729166667,232.8
2024-10-01,Brazoria County,386,342950.0,1810,4.7,57,0.04717557252,0.06336088154,238.0
2024-11-01,Brazoria County,361,337500.0,1796,5.0,59,0.02272727273,0.08408408408,234.2
2024-12-01,Brazoria County,411,345000.0,1820,4.4,61,0.03293413174,0.1048387097,239.4
2025-01-01,Brazoria County,226,339995.0,1855,8.2,57,0.04613846154,-0.162962963,235.9
2025-02-01,Brazoria County,377,324605.0,1853,4.9,67,-0.03102985075,0.06497175141,225.2
2025-03-01,Brazoria County,475,342440.0,1939,4.1,62,0.02220895522,0.1445783133,237.6
2025-04-01,Brazoria County,462,340000.0,2100,4.5,57,0.0,0.01538461538,235.9
2025-05-01,Brazoria County,461,350000.0,2276,4.9,46,0.02941176471,-0.08167330677,242.8
2025-06-01,Brazoria County,468,343495.0,2267,4.8,53,0.02535820896,0.08333333333,238.3
2025-07-01,Brazoria County,497,336000.0,2362,4.8,49,-0.03848905423,0.1947115385,233.1
2025-08-01,Brazoria County,453,335500.0,2283,5.0,65,-0.04703066971,0.2177419355,232.8
2025-09-01,Brazoria County,461,330000.0,2221,4.8,63,-0.01639344262,0.273480663,229.0
2025-10-01,Brazoria County,450,333995.0,2212,4.9,72,-0.02611167809,0.1658031088,231.7
2025-11-01,Brazoria County,383,345000.0,2112,5.5,69,0.02222222222,0.06094182825,239.4
2025-12-01,Brazoria County,463,349945.0,2027,4.4,78,0.01433333333,0.1265206813,242.8
2026-01-01,Brazoria County,267,336300.0,2078,7.8,81,-0.01086780688,0.1814159292,233.3
2026-02-01,Brazoria County,348,342552.5,2098,6.0,88,0.05529027587,-0.07692307692,237.7
2026-03-01,Brazoria County,471,330000.0,2053,4.4,83,-0.03632753183,-0.008421052632,229.0
2026-04-01,Brazoria County,476,331000.0,2051,4.3,68,-0.02647058824,0.0303030303,229.7
2026-05-01,Brazoria County,418,345000.0,1896,4.5,59,-0.01428571429,-0.09327548807,239.4
2012-01-01,Chambers County,12,166500.0,201,16.8,133,0.1892857143,-0.3684210526,100.0
2012-02-01,Chambers County,23,149950.0,209,9.1,120,-0.0628125,0.0,90.1
2012-03-01,Chambers County,26,178450.0,217,8.3,125,0.1758000646,-0.03703703704,107.2
2012-04-01,Chambers County,31,170000.0,228,7.4,121,0.08452950558,0.03333333333,102.1
2012-05-01,Chambers County,38,151000.0,225,5.9,92,-0.03821656051,0.52,90.7
2012-06-01,Chambers County,34,173965.5,230,6.8,105,0.1296461039,0.09677419355,104.5
2012-07-01,Chambers County,37,162900.0,235,6.4,95,0.09690321799,0.275862069,97.8
2012-08-01,Chambers County,41,204000.0,226,5.5,112,0.07509881423,0.07894736842,122.5
2012-09-01,Chambers County,36,191000.0,207,5.8,87,0.1646376971,0.6363636364,114.7
2012-10-01,Chambers County,32,179937.5,206,6.4,121,-0.03776737968,0.03225806452,108.1
2012-11-01,Chambers County,30,153500.0,203,6.8,102,0.0986769353,0.25,92.2
2012-12-01,Chambers County,33,172000.0,183,5.5,127,-0.2119129439,0.2692307692,103.3
2013-01-01,Chambers County,27,174421.0,198,7.3,171,0.04757357357,1.25,104.8
